Ntime,time,Close Price,Open Price,High Price,Low Price,Volume,MACD,CCI,ATR,BOLL,EMA20,MA10,MTM6,MA5,MTM12,ROC,SMI,WVAD,US Dollar Index,Federal Fund Rate
20100625,734314,1076.76,1075.1,1083.56,1067.89,512884,-7.403252454,-65.05009588,15.67,1086.723077,1095.764974,1100.402,-39.28,1090.2,21.07,1.115618661,-0.011811349,-12418126.32,85.35,0.16
20100628,734317,1074.57,1077.5,1082.6,1071.45,389641,-8.272180554,-76.88929251,11.15,1086.837692,1093.746405,1098.896,-42.94,1082.474,-12.27,2.294211163,-0.036458847,-7657084.2,85.69,0.17
20100629,734318,1041.24,1071.1,1071.1,1035.18,613670,-11.51749823,-178.9715482,39.39,1085.051154,1088.745795,1091.497,-71.96,1071.66,-50.36,-1.95480226,-0.065825715,-21747431.07,86.13,0.15
20100630,734319,1030.71,1040.56,1048.08,1028.33,506708,-14.7688725,-184.1815187,19.75,1083.399615,1083.218576,1083.107,-64.6,1059.394,-58.92,-2.366224933,-0.076457833,-22962290.37,86.05,0.09
20100701,734320,1027.37,1031.1,1033.58,1010.91,643577,-17.41437801,-165.4901252,22.67,1081.605,1077.899664,1074.24,-64.67,1050.13,-87.86,-5.47182658,-0.080661471,-36347656.51,84.55,0.17
20100702,734321,1022.58,1027.65,1032.95,1015.93,396850,-19.67072133,-132.2427845,17.02,1079.86,1072.631125,1064.747,-51.11,1039.294,-92.03,-6.322828875,-0.081404959,-30300951.85,84.37,0.18
20100706,734325,1028.06,1028.09,1042.5,1018.35,469124,-20.77719291,-99.52263537,24.15,1076.975385,1068.386256,1056.233,-46.51,1029.992,-87.98,-8.004402645,-0.061398143,-22820419.82,84.05,0.18
20100707,734326,1060.27,1028.54,1060.89,1028.54,493122,-18.83785079,-45.56586749,32.83,1075.854615,1067.613279,1052.729,19.03,1033.798,-57.24,-4.754761049,-0.029092341,-22434504.43,83.96,0.18
20100708,734327,1070.25,1062.92,1071.25,1058.24,454846,-16.30762148,-1.342820271,13.01,1075.836923,1067.864395,1050.55,39.54,1041.706,-42.95,-2.287936749,-0.003203904,-19863688.06,83.86,0.17
20100709,734328,1077.96,1070.5,1078.16,1068.1,350657,-13.52436351,28.88529545,10.06,1075.051538,1068.825881,1050.977,50.59,1051.824,-17.35,-1.289330061,0.001113214,-2660536.314,83.98,0.18
20100712,734331,1078.75,1077.23,1080.78,1070.45,342699,-11.12660455,46.75670769,10.33,1074.125385,1069.771036,1051.176,56.17,1063.058,-13.29,0.471271969,0.003874855,6738376.622,84.25,0.17
20100713,734332,1095.34,1080.65,1099.46,1080.65,464046,-7.797800758,97.73763408,20.71,1075.296923,1072.206175,1053.253,72.76,1076.514,21.65,1.725547011,0.049391057,6977990.297,83.52,0.17
20100714,734333,1095.17,1095.61,1099.08,1087.68,452105,-5.114461024,103.6005511,11.4,1077.016154,1074.393206,1058.646,67.11,1083.494,18.41,1.917045888,0.058858442,10434476.72,83.35,0.17
20100715,734334,1096.48,1094.46,1098.66,1080.53,455247,-2.849343443,90.84159772,18.13,1078.342308,1076.49671,1065.223,36.21,1088.74,21.91,5.305213015,0.063028965,1048663.372,82.35,0.19
20100716,734335,1064.88,1093.85,1093.85,1063.32,529735,-3.563005242,38.17603902,33.16,1078.695769,1075.390357,1068.974,-5.37,1086.124,23.64,3.3151905,0.039722786,-16806732.56,82.57,0.19
20100719,734338,1071.25,1066.85,1074.7,1061.11,408950,-3.573389783,25.22563882,13.59,1078.096154,1074.996037,1073.841,-6.71,1084.624,40.54,4.271099993,0.040317386,-11452500.72,82.56,0.19
20100720,734339,1083.48,1064.53,1083.94,1056.88,471328,-2.565190893,37.83003071,27.06,1077.783846,1075.804034,1079.383,4.73,1082.252,56.11,5.955524262,0.021421715,-14157076.01,82.75,0.18
20100721,734340,1069.59,1086.67,1088.96,1065.25,474718,-2.854092721,32.04127125,23.71,1077.013077,1075.212221,1080.315,-25.75,1077.136,47.01,4.597195329,-0.000616678,-22114278.46,83.34,0.18
20100722,734341,1093.67,1072.14,1097.5,1072.14,482690,-1.127003353,75.1165877,27.91,1076.183846,1076.970105,1082.657,-1.5,1076.574,65.61,6.381923234,0.014364479,-13724962.08,82.64,0.18
20100723,734342,1102.66,1092.17,1103.73,1087.88,452457,0.956123683,120.1533287,15.85,1075.724231,1079.416761,1085.127,6.18,1084.13,42.39,3.998038236,0.021683928,-10052965.09,82.52,0.19
20100726,734345,1115.01,1102.89,1115.01,1101.3,400965,3.562492458,156.252721,13.71,1075.684615,1082.806594,1088.753,50.13,1092.882,44.76,4.18220042,0.017641097,785615.2318,82.07,0.19
20100727,734346,1113.84,1117.36,1120.95,1109.78,472569,5.470587739,152.7056055,11.17,1075.543462,1085.762156,1090.603,42.59,1098.954,35.88,3.328509407,0.016761833,4675146.575,82.13,0.19
20100728,734347,1106.13,1112.84,1114.66,1103.11,400239,6.288148568,101.7762668,11.55,1075.271538,1087.701951,1091.699,22.65,1106.262,27.38,2.538122827,0.00872411,2070038.994,82.13,0.2
20100729,734348,1101.53,1108.07,1115.9,1092.82,461242,6.4900763,68.29355365,23.08,1075.510769,1089.018908,1092.204,31.94,1107.834,6.19,0.565121332,0.033271904,8705431.948,81.62,0.19
20100730,734349,1101.6,1098.44,1106.44,1088.01,400645,6.57990485,36.79065186,18.43,1075.878462,1090.217107,1095.876,7.93,1107.622,6.43,0.58712346,0.027550835,8538710.29,81.57,0.18
20100802,734352,1125.86,1107.53,1127.3,1107.53,414418,8.510569328,129.1445354,25.7,1077.885,1093.611668,1101.337,23.2,1109.792,29.38,2.679483438,0.037642336,18414917.53,80.9,0.19
20100803,734353,1120.46,1125.34,1125.44,1116.76,407182,9.495442417,109.7032683,9.1,1079.565769,1096.168652,1105.035,5.45,1111.116,55.58,5.21936744,0.045400996,25107270.21,80.6,0.19
20100804,734354,1127.24,1121.06,1128.75,1119.46,405785,10.69971116,109.6794653,9.29,1081.591538,1099.127828,1110.8,13.4,1115.338,55.99,5.226604434,0.029780703,36197765.55,80.99,0.19
20100805,734355,1125.81,1125.78,1126.56,1118.81,368556,11.40721846,91.89075448,8.43,1084.844231,1101.668987,1114.014,19.68,1120.194,42.33,3.906855687,0.020562972,38385097.13,80.78,0.19
20100806,734356,1121.64,1122.07,1123.06,1107.17,385789,11.49888693,56.98099488,18.64,1088.341538,1103.570989,1115.912,20.11,1124.202,52.05,4.866350658,0.005910987,40873090.2,80.41,0.18
20100809,734359,1127.79,1122.8,1129.24,1120.91,319163,11.93026379,92.23422735,8.33,1092.203846,1105.877561,1117.19,26.19,1124.588,34.12,3.119771046,0.012369324,44780612.52,80.71,0.18
20100810,734360,1121.06,1122.92,1127.16,1111.58,397936,11.59541361,51.0087646,16.21,1095.991538,1107.323508,1117.912,-4.8,1124.708,18.4,1.668692072,0.013317753,33323193.39,80.89,0.18
20100811,734361,1089.47,1116.89,1116.89,1088.55,451186,8.680925126,-111.5498951,32.51,1098.353462,1105.623174,1116.246,-30.99,1117.154,-25.54,-2.290562416,-0.010948408,18515948.49,82.46,0.17
20100812,734362,1083.61,1081.48,1086.72,1076.69,452105,5.831101671,-194.5113922,12.78,1099.251154,1103.526681,1114.454,-43.63,1108.714,-30.23,-2.714034332,-0.016330792,15046014.14,82.58,0.18
20100813,734363,1079.25,1082.22,1086.25,1079,332889,3.184076439,-151.4032446,7.25,1099.597308,1101.214616,1112.219,-46.56,1100.236,-26.88,-2.430094112,-0.041399464,11108696.24,82.92,0.19
20100816,734366,1079.38,1077.49,1082.62,1069.49,314245,1.08428087,-137.2584073,13.13,1099.651923,1099.135129,1107.571,-42.26,1090.554,-22.15,-2.010839469,-0.036663513,4676330.558,82.46,0.2
20100817,734367,1092.54,1081.16,1100.14,1081.16,396821,0.476585984,-62.87343985,20.76,1100.182308,1098.507021,1104.779,-35.25,1084.85,-9.06,-0.822440087,-0.030783152,9948039.987,82.24,0.2
20100818,734368,1094.16,1092.08,1099.77,1085.76,372426,0.124271348,-49.2643057,14.01,1100.136923,1098.093019,1101.471,-26.9,1085.788,-31.7,-2.815625389,-0.028113092,10033582.87,82.27,0.19
20100819,734369,1075.63,1092.44,1092.44,1070.66,429054,-1.631351474,-91.40968673,23.5,1099.385385,1095.953684,1096.453,-13.84,1084.192,-44.83,-4.001035289,-0.041020292,15335058.42,82.47,0.19
20100820,734370,1071.69,1075.63,1075.63,1063.91,376157,-3.302550535,-107.9022615,11.72,1098.431923,1093.642857,1091.458,-11.92,1082.68,-55.55,-4.927965651,-0.049743303,9158677.245,83.02,0.2
20100823,734373,1067.36,1073.36,1081.58,1067.08,321095,-4.91967173,-90.78755475,14.5,1098.527308,1091.139728,1085.415,-11.89,1080.276,-58.45,-5.191817447,-0.047901094,-529817.6218,83.26,0.19
20100824,734374,1051.87,1063.2,1063.2,1046.68,443633,-7.366251905,-139.5432725,20.68,1097.781923,1087.399754,1078.496,-27.51,1072.142,-69.77,-6.220355907,-0.034512194,107496.495,83.34,0.19
20100825,734375,1055.33,1048.98,1059.38,1039.83,436019,-8.923130939,-130.9683301,19.55,1096.699231,1084.345491,1075.082,-37.21,1064.376,-72.46,-6.424955,-0.02609795,-5342867.997,83.19,0.19
20100826,734376,1047.22,1056.28,1061.45,1045.4,364671,-10.68817142,-120.4665686,16.05,1095.838846,1080.80973,1071.443,-46.94,1058.694,-73.84,-6.586623374,-0.029678017,-16539596.68,82.9,0.19
20100827,734377,1064.59,1049.27,1065.21,1039.7,410246,-10.56359435,-89.9491412,25.51,1094.720385,1079.264994,1069.977,-11.04,1057.274,-24.88,-2.28367922,-0.013702311,-18295626.1,82.74,0.19
20100830,734380,1048.92,1062.9,1064.4,1048.79,291799,-11.59563688,-88.34343156,15.8,1092.653462,1076.374995,1066.931,-22.77,1053.586,-34.69,-3.201336274,-0.039925312,-21711557.48,83.16,0.19
20100831,734381,1049.33,1046.88,1055.14,1040.88,403877,-12.23936665,-97.86977255,14.26,1090.127308,1073.799281,1062.61,-18.03,1053.078,-29.92,-2.772295576,-0.04097207,-14719372.13,83.07,0.21
20100901,734382,1080.29,1049.72,1081.3,1049.72,439688,-10.13448978,12.59128844,31.97,1088.836923,1074.417445,1061.223,28.42,1058.07,0.91,0.084307658,0.004313657,-2260019.685,82.48,0.19
20100902,734383,1090.1,1080.66,1090.1,1080.39,370421,-7.587312863,91.71508152,9.81,1088.220385,1075.911021,1062.67,34.77,1066.646,-2.44,-0.223332784,0.016888359,3256306.786,82.4,0.19
20100903,734384,1104.51,1093.61,1105.1,1093.61,353450,-4.355680659,138.5502056,15,1088.335,1078.634734,1065.952,57.29,1074.63,10.35,0.945931125,0.033634824,2646687.533,82.01,0.19
20100907,734388,1091.84,1102.6,1102.6,1091.15,310738,-2.78484995,109.3031252,13.36,1087.959615,1079.892378,1068.4,42.92,1083.214,16.21,1.880207896,0.036607928,471437.6123,82.89,0.2
20100908,734389,1098.87,1092.36,1103.26,1092.36,322464,-0.961608228,117.8787852,11.42,1086.921538,1081.699771,1073.1,49.54,1093.122,27.18,2.952143607,0.039622521,-231682.7666,82.57,0.19
20100909,734390,1104.18,1101.15,1110.27,1101.15,338777,0.901405752,123.0783908,11.4,1086.295385,1083.840745,1077.985,23.89,1097.9,36.82,4.973048,0.051585792,2112210.016,82.68,0.18
20100910,734391,1109.55,1104.57,1110.88,1103.92,306116,2.779135727,107.1133899,6.96,1085.615,1086.289245,1084.218,19.45,1101.79,57.68,5.137729431,0.040520932,6959998.632,82.86,0.18
20100913,734394,1121.9,1113.38,1123.87,1113.38,452105,5.203805813,116.9274114,14.32,1085.464615,1089.680746,1089.949,17.39,1105.268,66.57,7.131261817,0.065050361,9623342.77,81.88,0.18
20100914,734395,1121.1,1121.16,1127.36,1115.58,452105,6.980355814,105.1679557,11.78,1085.443846,1092.673056,1097.167,16.59,1111.12,73.88,5.308146798,0.064017483,10602398.38,81.23,0.19
20100915,734396,1125.07,1119.43,1126.46,1114.63,336984,8.609386661,96.07646834,11.83,1085.339231,1095.758479,1104.741,33.23,1116.36,60.48,7.259848225,0.039801968,23783944.13,81.46,0.21
20100916,734397,1124.66,1123.89,1125.44,1118.88,336408,9.754873658,90.52285118,6.56,1085.477692,1098.511005,1109.178,25.79,1120.456,75.74,7.178866515,0.030729287,22828157.67,81.27,0.21
20100917,734398,1125.59,1126.39,1131.47,1122.43,408614,10.61535636,94.16427728,9.04,1086.866923,1101.089957,1112.727,21.41,1123.664,76.26,4.193318461,0.018727956,24237102,81.41,0.21
20100920,734401,1142.71,1126.57,1144.86,1126.57,336408,12.53424901,122.6655396,19.27,1089.14,1105.05377,1116.547,33.16,1127.826,62.42,4.826162737,0.044516982,30047372.58,81.32,0.21
20100921,734402,1139.78,1142.82,1148.59,1136.22,417566,13.66108229,124.5044516,12.37,1091.468077,1108.36103,1121.341,17.88,1131.562,49.68,3.193271224,0.035892892,22946366.67,80.44,0.2
20100922,734403,1134.28,1139.49,1144.38,1131.58,391107,13.94950059,95.82872551,12.8,1093.579615,1110.829504,1124.882,12.38,1133.404,29.77,2.695312854,0.026536658,18374293.13,79.8,0.21
20100923,734404,1124.83,1131.1,1136.77,1122.79,384785,13.26265452,49.52874556,13.98,1094.821538,1112.162884,1126.947,2.93,1133.438,32.99,1.839729835,0.013584275,22497950.73,80.11,0.2
20100924,734405,1148.67,1131.69,1148.9,1131.69,412395,14.47515228,117.9581208,24.07,1096.918077,1115.639752,1130.859,26.77,1138.054,49.8,3.998153027,0.023305214,34522535.34,79.28,0.21
20100927,734408,1142.16,1148.64,1149.92,1142,358786,14.74083967,111.4503606,7.92,1099.476923,1118.16549,1132.885,21.06,1137.944,37.98,3.408751392,0.018438748,31776169.42,79.53,0.19
20100928,734409,1147.7,1142.31,1150,1132.09,402584,15.22294985,90.38805165,17.91,1102.400385,1120.978301,1135.545,22.63,1139.528,38.15,5.116134232,0.019717696,41200441.96,78.92,0.19
20100929,734410,1144.73,1146.75,1148.63,1140.26,399028,15.19026752,85.18967285,8.37,1105.376154,1123.240367,1137.511,20.07,1141.618,22.83,4.173378107,0.017532519,36291817.77,78.78,0.19
20100930,734411,1141.2,1145.97,1157.16,1136.08,428416,14.7099578,78.22590263,21.08,1108.811923,1124.950809,1139.165,15.61,1144.892,20.1,3.352714231,0.013678584,38724965.05,78.8,0.15
20101001,734412,1146.24,1143.49,1150.3,1139.42,429891,14.5680632,74.69895171,10.88,1112.308462,1126.978351,1141.23,20.65,1144.406,21.17,3.80916155,0.003079634,35249925.82,78.03,0.2
20101004,734415,1137.03,1144.96,1148.16,1131.87,360411,13.55617355,17.18363634,16.29,1115.762692,1127.935651,1140.662,11.44,1143.38,12.37,2.975058414,-0.002412746,37755508.72,78.49,0.2
20101005,734416,1160.75,1140.68,1162.76,1140.68,406884,14.50108993,155.0786496,25.73,1119.461154,1131.060827,1142.759,35.16,1145.99,35.16,5.123258889,0.022804221,44829012.12,77.81,0.2
20101006,734417,1159.97,1159.81,1162.33,1154.85,407316,15.01393223,185.373713,7.48,1123.732308,1133.814081,1145.328,34.38,1149.038,17.26,5.052618233,0.030293887,35501312.72,77.43,0.19
20101007,734418,1158.06,1161.57,1163.87,1151.41,391055,15.09226814,154.6751058,12.46,1127.914231,1136.123216,1148.651,32.47,1152.41,18.28,4.879639189,0.008108388,26189077.17,77.42,0.18
20101008,734419,1165.15,1158.36,1167.73,1155.58,387142,15.54723481,156.1436126,12.15,1131.178077,1138.887672,1150.299,22.44,1156.192,30.87,5.011040512,0.019731365,23273894.37,77.2,0.18
20101011,734422,1165.32,1165.32,1168.68,1162.02,250590,15.74007497,134.8371163,6.66,1134.071154,1141.405037,1152.615,25.54,1161.85,40.49,3.870220162,0.01512031,29944184.7,77.47,0.18
20101012,734423,1169.77,1164.28,1172.58,1155.71,407617,16.06677224,113.3971727,16.87,1136.581154,1144.106462,1154.822,27.61,1163.654,21.1,4.341271965,0.021405917,27882054.79,77.33,0.18
20101013,734424,1178.1,1171.32,1184.38,1171.32,496941,16.80413595,164.41864,14.61,1139.898846,1147.343941,1158.159,30.4,1167.28,35.94,4.713484494,0.03132162,31129809.36,77.08,0.18
20101014,734425,1173.81,1177.82,1178.89,1166.71,496941,16.84812021,112.3099215,12.18,1142.781154,1149.864518,1161.42,29.08,1170.43,26.11,4.370209663,0.023487617,23439775.16,76.53,0.19
20101015,734426,1176.19,1177.47,1181.2,1167.12,572491,16.880437,106.4732413,14.08,1145.550769,1152.371707,1164.415,34.99,1172.638,31.46,4.49542018,0.033293941,15756364.17,76.97,0.2
20101018,734429,1184.71,1176.83,1185.53,1174.55,445005,17.39304488,125.8994083,10.98,1148.441538,1155.451545,1169.183,19.56,1176.516,43.51,3.675473217,0.020224359,21894504.7,77.15,0.19
20101019,734430,1165.9,1178.64,1178.64,1159.71,560012,16.09593659,38.09592762,25,1150.133846,1156.446636,1169.698,0.58,1175.742,19.66,2.291670322,0.0050862,11134166.94,78.19,0.19
20101020,734431,1178.17,1166.74,1182.94,1166.74,502788,15.87505759,79.62286805,17.04,1152.328846,1158.515527,1171.518,8.4,1175.756,41.14,3.152798207,0.017068844,16624247.61,77.17,0.19
20101021,734432,1180.26,1179.82,1189.43,1171.17,462547,15.68781556,98.33941079,18.26,1154.451538,1160.58643,1173.738,2.16,1177.046,19.51,2.836978304,0.012802264,18335296.14,77.44,0.19
20101022,734433,1183.08,1180.52,1183.93,1178.99,317789,15.5872947,100.3345743,4.94,1156.698462,1162.728674,1175.531,9.27,1178.424,23.11,3.350134966,0.015011664,14770110.11,77.37,0.19
20101025,734436,1185.62,1184.74,1196.14,1184.74,422138,15.53352713,138.5494475,13.06,1159.007308,1164.908801,1177.561,9.43,1178.606,27.56,3.892393971,0.013368533,17596291.25,77.19,0.19
20101026,734437,1185.64,1184.88,1187.11,1177.72,420368,15.31597674,84.26534583,9.39,1160.658462,1166.883201,1179.148,0.93,1182.554,20.49,1.758571858,0.006359435,21636383.6,77.65,0.19
20101027,734438,1182.45,1183.84,1183.84,1171.7,433567,14.71651729,38.69485361,13.94,1162.299615,1168.365753,1179.583,16.55,1183.41,17.13,1.469982494,0.007306863,24103149.13,78.06,0.19
20101028,734439,1183.78,1184.47,1189.53,1177.1,428346,14.1852426,74.26307398,12.43,1164.203462,1169.833776,1180.58,5.61,1184.114,14.01,1.197671337,0.006411664,15215809.57,77.28,0.19
20101029,734440,1183.26,1183.87,1185.46,1179.7,353788,13.56586508,59.41501104,5.76,1166.450769,1171.112464,1181.287,3,1184.15,5.16,0.437993379,-0.001223928,20091385.62,77.05,0.2
20101101,734443,1184.38,1185.71,1195.81,1177.65,412918,13.01534576,95.87649222,18.16,1167.824231,1172.376039,1181.254,1.3,1183.902,10.57,0.90048645,0.0156031,17040054.53,77.23,0.2
20101102,734444,1193.57,1187.86,1195.88,1187.86,386620,13.1688096,160.5931363,11.5,1169.801538,1174.394512,1184.021,7.95,1185.488,17.38,1.47765242,0.012902469,23926714.78,76.72,0.2
20101103,734445,1197.96,1193.79,1198.3,1183.56,466548,13.48917232,150.0945303,14.74,1171.734615,1176.638844,1186,12.32,1188.59,13.25,1.118417165,0.014775118,28685356.84,76.39,0.2
20101104,734446,1221.06,1198.34,1221.25,1198.34,569547,15.42918104,273.0616931,23.29,1174.670385,1180.86943,1190.08,38.61,1196.046,55.16,4.731109014,0.031104123,37402710.98,75.85,0.19
20101105,734447,1225.85,1221.2,1227.08,1220.29,563746,17.15540803,235.6480668,6.79,1177.926154,1185.153294,1194.357,42.07,1204.564,47.68,4.046954175,0.032818045,48004214.87,76.59,0.18
20101108,734450,1223.25,1223.24,1224.57,1217.55,393723,18.10495444,162.5545454,8.3,1180.888077,1188.781552,1198.12,39.99,1212.338,42.99,3.642417772,0.030745964,38818264.06,77.03,0.18
20101109,734451,1213.4,1223.59,1226.84,1208.94,484804,17.8568218,103.9191935,17.9,1183.825385,1191.126166,1200.896,29.02,1216.304,30.32,2.562802177,0.02550684,33961039.69,77.74,0.17
20101110,734452,1218.71,1213.14,1218.75,1204.33,456130,17.88250909,74.96602105,14.42,1186.054615,1193.753198,1204.522,25.14,1220.454,33.09,2.790944822,0.028661454,39356662.04,77.64,0.17
20101111,734453,1213.54,1213.04,1215.45,1204.49,393112,17.28642353,52.43259316,14.22,1188.115,1195.637655,1207.498,15.58,1218.95,27.9,2.353159475,0.024951794,35479684.04,78.12,0.17
20101112,734454,1199.21,1209.07,1210.5,1194.08,421362,15.47927474,4.771818512,19.46,1189.697692,1195.977878,1209.093,-21.85,1213.622,16.76,1.417396084,0.012366475,30252483.8,78.14,0.19
20101115,734457,1197.75,1200.44,1207.43,1197.15,350337,13.7705482,-3.483717408,10.28,1190.951538,1196.146652,1210.43,-28.1,1208.522,13.97,1.180117927,0.003489877,25811108.48,78.62,0.21
20101116,734458,1178.34,1194.79,1194.79,1173,511638,10.72649695,-100.3062699,24.75,1191.452308,1194.45078,1208.907,-44.91,1201.51,-4.92,-0.415800416,-0.016377842,12211031.62,79.21,0.21
20101117,734459,1178.59,1178.33,1183.56,1175.82,390478,8.239260242,-110.5471196,7.74,1191.791538,1192.94023,1206.97,-34.81,1193.486,-5.79,-0.488863372,-0.034781256,15521944.52,79.05,0.2
20101118,734460,1196.69,1183.75,1200.29,1183.75,468726,7.640550457,-45.15760187,21.7,1192.506538,1193.297351,1204.533,-22.02,1190.116,3.12,0.261400672,-0.023787576,23166098,78.57,0.2
20101119,734461,1199.73,1196.12,1199.97,1189.44,367539,7.326911161,-36.12292742,10.53,1193.503462,1193.909984,1201.921,-13.81,1190.22,1.77,0.147751177,-0.019227468,20357092.51,78.49,0.21
20101122,734464,1197.84,1198.07,1198.94,1184.58,368950,6.846915574,-51.4280819,15.15,1194.336154,1194.284271,1199.38,-1.37,1190.238,-23.22,-1.901626456,-0.012823471,27257846.58,78.64,0.19
20101123,734465,1180.73,1192.51,1192.51,1176.91,413307,5.027922843,-100.5878751,20.93,1194.183077,1192.993388,1196.113,-17.02,1190.716,-45.12,-3.680711343,-0.0311641,14575030.32,79.71,0.2
20101124,734466,1198.35,1183.7,1198.62,1183.7,338425,4.951071868,-40.51562346,17.89,1195.431154,1193.503542,1194.077,20.01,1194.668,-24.9,-2.035561006,-0.012517099,21052753.43,79.76,0.2
20101126,734468,1189.4,1194.16,1194.16,1186.93,161382,4.120478404,-51.25552788,11.42,1195.863077,1193.112728,1191.663,-7.29,1193.21,-24,-2.40500201,-0.008180385,15744650,80.39,0.2
20101129,734471,1187.76,1189.08,1190.34,1173.64,367345,3.291945309,-83.5585129,16.7,1196.151538,1192.602945,1190.518,-11.97,1190.816,-30.95,-2.124363433,-0.008340639,14522988.9,80.76,0.2
20101130,734472,1180.55,1182.96,1187.4,1174.14,428470,2.030137953,-97.89738196,13.62,1196.054231,1191.455045,1188.798,-17.29,1187.358,-32.99,-1.556024383,0.001872009,11871889.34,81.3,0.2
20101201,734473,1206.07,1186.6,1207.61,1186.6,454811,3.054190446,69.42804132,27.06,1196.840769,1192.846946,1191.571,25.34,1192.426,6.86,0.694635775,0.022784747,20971237.38,80.7,0.2
20101202,734474,1221.53,1206.81,1221.89,1206.81,497080,5.054981539,202.4183749,15.82,1198.221154,1195.578665,1195.865,23.18,1197.062,23.78,3.665325797,0.020335153,30126380.03,80.23,0.19
20101203,734475,1224.71,1219.93,1225.57,1216.82,373578,6.818621495,199.9452266,8.75,1199.846538,1198.353078,1198.667,26.36,1204.124,46.37,3.913150459,0.020396665,34861700.73,79.17,0.18
20101206,734478,1223.12,1223.87,1225.8,1220.67,352737,7.995847997,159.6676143,5.13,1201.359615,1200.711832,1201.006,33.72,1211.196,44.53,2.208592033,0.020668454,34494197.29,79.64,0.18
20101207,734479,1223.75,1227.25,1235.05,1223.25,697063.04,8.877312087,139.375492,11.93,1202.916923,1202.905944,1203.597,35.99,1219.836,27.06,2.002117143,0.035154239,25521504.37,79.97,0.17
20101208,734480,1228.28,1225.02,1228.93,1219.5,460759,9.828119428,104.6364252,9.43,1204.605385,1205.32252,1208.352,47.73,1224.278,28.55,2.5412409,0.024367408,26030124.39,80,0.17
20101209,734481,1233,1230.14,1234.71,1226.85,452251,10.83757681,105.8752842,7.86,1206.121923,1207.958471,1211.817,26.93,1226.572,35.16,4.426922328,0.035360908,17964947.55,80.05,0.16
20101210,734482,1240.4,1233.85,1240.4,1232.58,454731,12.09527046,107.8660556,7.82,1207.754231,1211.04814,1216.917,18.87,1229.71,59.67,3.50899153,0.042437923,17422790.3,80.11,0.16
20101213,734485,1240.46,1242.52,1246.73,1240.34,436124,12.94759147,106.7165892,6.39,1208.500385,1213.84927,1222.187,15.75,1233.178,42.11,3.513998414,0.0482966,14874789.85,79.34,0.17
20101214,734486,1241.59,1241.84,1246.59,1238.17,413235,13.55795589,95.92153815,8.42,1209.105769,1216.491244,1228.291,18.47,1236.746,52.19,4.387926686,0.028608478,19331485.13,79.42,0.19
20101215,734487,1235.23,1241.58,1244.25,1234.01,440734,13.37430458,73.20999493,10.24,1209.566538,1218.275888,1231.207,11.48,1238.136,47.47,3.996598639,0.011091052,10575913.79,80.24,0.2
20101216,734488,1242.87,1236.34,1243.75,1232.85,473682,13.68746319,76.23755217,10.9,1210.7,1220.618184,1233.341,14.59,1240.11,62.32,5.27889543,0.014611343,14860938.57,80.02,0.2
20101217,734489,1243.91,1243.63,1245.81,1239.87,463247,13.85979586,86.40643852,5.94,1211.669231,1222.836452,1235.261,10.91,1240.812,37.84,3.137463,0.016713428,20889818.37,80.36,0.2
20101220,734492,1247.08,1245.76,1250.2,1241.51,354814,14.08974543,98.24349335,8.69,1212.959231,1225.145361,1237.657,6.68,1242.136,25.55,2.091639174,0.018707701,23776526.64,80.57,0.21
20101221,734493,1254.6,1249.43,1255.82,1249.43,347967,14.70922449,135.5207555,8.74,1215.089615,1227.950565,1240.742,14.14,1244.738,29.89,2.440577769,0.020978798,36668333.19,80.67,0.2
20101222,734494,1258.84,1254.94,1259.39,1254.94,128559,15.36517846,155.1308203,4.79,1217.439231,1230.892416,1243.798,17.25,1249.46,35.72,2.920400288,0.020526834,41810363.99,80.67,0.19
20101223,734495,1256.77,1257.53,1258.59,1254.05,251502,15.53887256,127.1288169,4.79,1220.455769,1233.356948,1246.175,21.54,1252.24,33.02,2.698263534,0.013025454,34536885.4,80.49,0.19
20101227,734499,1257.54,1254.66,1258.43,1251.48,199247,15.55930101,108.1134723,6.95,1223.492308,1235.660096,1247.889,13.63,1254.966,29.26,1.99026764,0.013582073,32722097.37,80.27,0.19
20101228,734500,1258.51,1259.1,1259.9,1256.22,247845,15.47537115,106.3199887,3.68,1225.87,1237.836277,1249.694,11.43,1257.252,25.51,1.460012899,0.01344447,32170848.97,80.38,0.18
20101229,734501,1259.78,1258.78,1262.6,1258.78,221438,15.33456718,105.2827234,4.09,1228.179615,1239.926155,1251.513,5.18,1258.288,19.38,1.557486739,0.01948753,39376329.68,79.76,0.18
20101230,734502,1257.88,1259.44,1261.09,1256.32,197072,14.89793082,77.1252056,4.77,1230.488846,1241.636045,1253.778,-0.96,1258.096,17.42,1.31202732,0.011932776,31587809.95,79.52,0.19
20101231,734503,1257.64,1256.76,1259.34,1254.19,179977,14.36691451,57.30086139,5.15,1233.446923,1243.160232,1255.255,0.87,1258.27,16.05,1.814237025,0.010917274,34434206.83,78.96,0.13
20110103,734506,1271.87,1257.62,1276.17,1257.62,428667,14.92230728,140.3829611,18.55,1236.274615,1245.894495,1258.051,15.1,1261.136,36.64,2.966249201,0.019490986,41545397.75,79.17,0.19
20110104,734507,1270.2,1272.95,1274.12,1262.66,479642,15.0541699,131.2936717,11.46,1239.382308,1248.209305,1260.363,13.43,1263.474,27.33,2.19894277,0.01228153,41585319.85,79.43,0.18
